id,iso3,id,langEn,langTh,titleEn,titleTh,verseEn,verseTh,playUrl,downloadTrack001Url,downloadZipUrl,shareProgUrl,Bible Abbr,Bible Reference,Book,Chapter,Verse,Verse Text,id,,Verse Text,Bible Reference1,Book1,Chapter1,Verse1,Verse Text1,,Verse Text1,,,EN Program Order
2591,CMN,37,Mandarin,จีนกลาง,Becoming a Friend of God,เป็นเพื่อนของพระเจ้า,"2 Corinthians 5:21 God made Him who had no sin to be sin for us, so that in Him we might become the righteousness of God.",2 โครินธ์ 5:21 พระเจ้า​ทำให้​พระคริสต์​ผู้​ที่​ไม่มี​บาป​กลายเป็น​คนบาป​เพื่อ​เรา เพื่อ​ว่า​ใน​พระคริสต์​นั้น ความ​ซื่อสัตย์​ของ​พระเจ้า จะ​ได้​เห็น​เด่นชัด​ใน​ตัวเรา,fivefish.org/T2591,fivefish.org/T2591-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/2591.zip,5fi.sh/T2591,2CO,2 Corinthians 5:21,2 Corinthians,5,21,"God made Him who had no sin to be sin for us, so that in Him we might become the righteousness of God.",2591,,"2 Corinthians 5:21 God made Him who had no sin to be sin for us, so that in Him we might become the righteousness of God.",2 โครินธ์ 5:21,2 โครินธ์,5,21,พระเจ้า​ทำให้​พระคริสต์​ผู้​ที่​ไม่มี​บาป​กลายเป็น​คนบาป​เพื่อ​เรา เพื่อ​ว่า​ใน​พระคริสต์​นั้น ความ​ซื่อสัตย์​ของ​พระเจ้า จะ​ได้​เห็น​เด่นชัด​ใน​ตัวเรา,,2 โครินธ์ 5:21 พระเจ้า​ทำให้​พระคริสต์​ผู้​ที่​ไม่มี​บาป​กลายเป็น​คนบาป​เพื่อ​เรา เพื่อ​ว่า​ใน​พระคริสต์​นั้น ความ​ซื่อสัตย์​ของ​พระเจ้า จะ​ได้​เห็น​เด่นชัด​ใน​ตัวเรา,,Mandarin,1
80890,CMN,37,Mandarin,จีนกลาง,Good News,ข่าวประเสริฐ,"2 Corinthians 7:1 Therefore, since we have these promises, dear friends, let us purify ourselves from everything that contaminates body and spirit, perfecting holiness out of reverence for God.",2 โครินธ์ 7:1 เพื่อน​ที่รัก ในเมื่อ​เรา​มี​คำ​สัญญา​พวกนี้ ก็​ขอให้​เรา​ชำระ​ตัวเอง​จาก​ทุกสิ่ง​ทุกอย่าง​ที่​ทำ​ให้​ร่างกาย​และ​จิตใจ​สกปรก ทำ​ตัว​ให้​บริสุทธิ์​ครบถ้วน​เพราะ​ยำเกรง​พระเจ้า,fivefish.org/T80890,fivefish.org/T80890-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/80890.zip,5fi.sh/T80890,2CO,2 Corinthians 7:1,2 Corinthians,7,1,"Therefore, since we have these promises, dear friends, let us purify ourselves from everything that contaminates body and spirit, perfecting holiness out of reverence for God.",80890,,"2 Corinthians 7:1 Therefore, since we have these promises, dear friends, let us purify ourselves from everything that contaminates body and spirit, perfecting holiness out of reverence for God.",2 โครินธ์ 7:1,2 โครินธ์,7,1,เพื่อน​ที่รัก ในเมื่อ​เรา​มี​คำ​สัญญา​พวกนี้ ก็​ขอให้​เรา​ชำระ​ตัวเอง​จาก​ทุกสิ่ง​ทุกอย่าง​ที่​ทำ​ให้​ร่างกาย​และ​จิตใจ​สกปรก ทำ​ตัว​ให้​บริสุทธิ์​ครบถ้วน​เพราะ​ยำเกรง​พระเจ้า,,2 โครินธ์ 7:1 เพื่อน​ที่รัก ในเมื่อ​เรา​มี​คำ​สัญญา​พวกนี้ ก็​ขอให้​เรา​ชำระ​ตัวเอง​จาก​ทุกสิ่ง​ทุกอย่าง​ที่​ทำ​ให้​ร่างกาย​และ​จิตใจ​สกปรก ทำ​ตัว​ให้​บริสุทธิ์​ครบถ้วน​เพราะ​ยำเกรง​พระเจ้า,,Mandarin,2
64259,CMN,37,Mandarin,จีนกลาง,Good News - Female,ข่าวประเสริฐ – ผู้หญิง,"2 Corinthians 9:6-7 Remember this: “Whoever sows sparingly will also reap sparingly, and whoever sows generously will also reap generously. Each man should give what he has decided in his heart to give, not reluctantly or under compulsion, for God loves a cheerful giver.”",2 โครินธ์ 9:6-7 จำ​เอา​ไว้​ว่า “คน​ที่​หว่านน้อย​ก็​จะ​เก็บเกี่ยว​น้อย และ​คน​ที่​หว่านมาก​ก็​จะ​เก็บเกี่ยว​มากแต่ละ​คน​ควร​จะ​ให้​ตาม​ที่​ตั้งใจ​ไว้ ไม่ใช่​ให้​ด้วย​ความ​เสียดาย​หรือ​ถูก​บังคับ เพราะ​พระเจ้า​รัก​คน​ที่​ให้​ด้วย​ใจ​ที่​ชื่นชม​ยินดี”,fivefish.org/T64259,fivefish.org/T64259-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/64259.zip,5fi.sh/T64259,2CO,2 Corinthians 9:6-7,2 Corinthians,9,7-Jun,"Remember this: “Whoever sows sparingly will also reap sparingly, and whoever sows generously will also reap generously. Each man should give what he has decided in his heart to give, not reluctantly or under compulsion, for God loves a cheerful giver.”",64259,,"2 Corinthians 9:6-7 Remember this: “Whoever sows sparingly will also reap sparingly, and whoever sows generously will also reap generously. Each man should give what he has decided in his heart to give, not reluctantly or under compulsion, for God loves a cheerful giver.”",2 โครินธ์ 9:6-7,2 โครินธ์,9,7-Jun,จำ​เอา​ไว้​ว่า “คน​ที่​หว่านน้อย​ก็​จะ​เก็บเกี่ยว​น้อย และ​คน​ที่​หว่านมาก​ก็​จะ​เก็บเกี่ยว​มากแต่ละ​คน​ควร​จะ​ให้​ตาม​ที่​ตั้งใจ​ไว้ ไม่ใช่​ให้​ด้วย​ความ​เสียดาย​หรือ​ถูก​บังคับ เพราะ​พระเจ้า​รัก​คน​ที่​ให้​ด้วย​ใจ​ที่​ชื่นชม​ยินดี”,,2 โครินธ์ 9:6-7 จำ​เอา​ไว้​ว่า “คน​ที่​หว่านน้อย​ก็​จะ​เก็บเกี่ยว​น้อย และ​คน​ที่​หว่านมาก​ก็​จะ​เก็บเกี่ยว​มากแต่ละ​คน​ควร​จะ​ให้​ตาม​ที่​ตั้งใจ​ไว้ ไม่ใช่​ให้​ด้วย​ความ​เสียดาย​หรือ​ถูก​บังคับ เพราะ​พระเจ้า​รัก​คน​ที่​ให้​ด้วย​ใจ​ที่​ชื่นชม​ยินดี”,,Mandarin,3
62908,CMN,37,Mandarin,จีนกลาง,Good News^ for university students,ข่าวประเสริฐ – สำหรับนักศึกษามหาวิทยาลัย,"Galatians 2:20 I have been crucified with Christ and I no longer live, but Christ lives in me. The life I live in the body, I live by faith in the Son of God, who loved me and gave Himself for me.",กาลาเทีย 2:20 ผม​ได้​ถูก​ตรึง​บน​ไม้กางเขน​จน​ตาย​ไป​พร้อม​กับ​พระคริสต์ คน​ที่​มี​ชีวิต​อยู่​ตอนนี้​ไม่ใช่​ตัว​ผม​แล้ว​แต่​เป็น​พระคริสต์​ต่างหาก​ที่​อยู่​ใน​ตัว​ผม ชีวิต​ที่​มี​อยู่​เดี๋ยวนี้​ก็​เป็น​ชีวิต​ที่​ไว้วางใจ​ใน​พระบุตร​ของ​พระเจ้า ผู้​ที่รัก​ผม​และ​เสียสละ​ชีวิต​ให้​ผม,fivefish.org/T62908,fivefish.org/T62908-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/62908.zip,5fi.sh/T62908,GAL,Galatians 2:20,Galatians,2,20,"I have been crucified with Christ and I no longer live, but Christ lives in me. The life I live in the body, I live by faith in the Son of God, who loved me and gave Himself for me.",62908,,"Galatians 2:20 I have been crucified with Christ and I no longer live, but Christ lives in me. The life I live in the body, I live by faith in the Son of God, who loved me and gave Himself for me.",กาลาเทีย 2:20,กาลาเทีย,2,20,ผม​ได้​ถูก​ตรึง​บน​ไม้กางเขน​จน​ตาย​ไป​พร้อม​กับ​พระคริสต์ คน​ที่​มี​ชีวิต​อยู่​ตอนนี้​ไม่ใช่​ตัว​ผม​แล้ว​แต่​เป็น​พระคริสต์​ต่างหาก​ที่​อยู่​ใน​ตัว​ผม ชีวิต​ที่​มี​อยู่​เดี๋ยวนี้​ก็​เป็น​ชีวิต​ที่​ไว้วางใจ​ใน​พระบุตร​ของ​พระเจ้า ผู้​ที่รัก​ผม​และ​เสียสละ​ชีวิต​ให้​ผม,,กาลาเทีย 2:20 ผม​ได้​ถูก​ตรึง​บน​ไม้กางเขน​จน​ตาย​ไป​พร้อม​กับ​พระคริสต์ คน​ที่​มี​ชีวิต​อยู่​ตอนนี้​ไม่ใช่​ตัว​ผม​แล้ว​แต่​เป็น​พระคริสต์​ต่างหาก​ที่​อยู่​ใน​ตัว​ผม ชีวิต​ที่​มี​อยู่​เดี๋ยวนี้​ก็​เป็น​ชีวิต​ที่​ไว้วางใจ​ใน​พระบุตร​ของ​พระเจ้า ผู้​ที่รัก​ผม​และ​เสียสละ​ชีวิต​ให้​ผม,,Mandarin,4
80921,CMN,37,Mandarin,จีนกลาง,LLL 1 Beginning with GOD,LLL 1 เริ่มต้นกับพระเจ้า,"Galatians 4:4-5 But when the set time had fully come, God sent His Son, born of a woman, born under the law, to redeem those under the law, that we might receive adoption to sonship.",กาลาเทีย 4:4-5 แต่​เมื่อ​ถึง​เวลา​ที่​เหมาะสม พระเจ้า​ก็​ได้​ส่ง​พระบุตร​ของ​พระองค์​โดย​คลอด​ออก​มา​จาก​ผู้หญิง และ​มีชีวิต​อยู่​ภายใต้​กฎ เพื่อ​มา​ปลดปล่อย​คน​ที่​อยู่​ภายใต้​กฎ​ให้​เป็น​อิสระ และ​เพื่อ​เรา​ทุกคน​จะ​ได้​เป็น​ลูก​ของ​พระเจ้า,fivefish.org/T80921,fivefish.org/T80921-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/80921.zip,5fi.sh/T80921,GAL,Galatians 4:4-5,Galatians,4,5-Apr,"But when the set time had fully come, God sent His Son, born of a woman, born under the law, to redeem those under the law, that we might receive adoption to sonship.",80921,,"Galatians 4:4-5 But when the set time had fully come, God sent His Son, born of a woman, born under the law, to redeem those under the law, that we might receive adoption to sonship.",กาลาเทีย 4:4-5,กาลาเทีย,4,5-Apr,แต่​เมื่อ​ถึง​เวลา​ที่​เหมาะสม พระเจ้า​ก็​ได้​ส่ง​พระบุตร​ของ​พระองค์​โดย​คลอด​ออก​มา​จาก​ผู้หญิง และ​มีชีวิต​อยู่​ภายใต้​กฎ เพื่อ​มา​ปลดปล่อย​คน​ที่​อยู่​ภายใต้​กฎ​ให้​เป็น​อิสระ และ​เพื่อ​เรา​ทุกคน​จะ​ได้​เป็น​ลูก​ของ​พระเจ้า,,กาลาเทีย 4:4-5 แต่​เมื่อ​ถึง​เวลา​ที่​เหมาะสม พระเจ้า​ก็​ได้​ส่ง​พระบุตร​ของ​พระองค์​โดย​คลอด​ออก​มา​จาก​ผู้หญิง และ​มีชีวิต​อยู่​ภายใต้​กฎ เพื่อ​มา​ปลดปล่อย​คน​ที่​อยู่​ภายใต้​กฎ​ให้​เป็น​อิสระ และ​เพื่อ​เรา​ทุกคน​จะ​ได้​เป็น​ลูก​ของ​พระเจ้า,,Mandarin,5
80922,CMN,37,Mandarin,จีนกลาง,LLL 2 Mighty Men of GOD,LLL 2 ผู้ได้รับอำนาจจากพระเจ้า,"Galatians 5:1 It is for freedom that Christ has set us free. Stand firm, then, and do not let yourselves be burdened again by a yoke of slavery.",กาลาเทีย 5:1 เมื่อ​พระคริสต์​ได้​ปลดปล่อย​ให้​เรา​เป็น​อิสระ​แล้ว ก็​ให้​อยู่​อย่าง​คน​อิสระ​เถิด รักษา​มัน​ไว้​ให้ดี อย่า​กลับ​ไป​เป็น​ทาส​ของ​กฎ​อีก,fivefish.org/T80922,fivefish.org/T80922-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/80922.zip,5fi.sh/T80922,GAL,Galatians 5:1,Galatians,5,1,"It is for freedom that Christ has set us free. Stand firm, then, and do not let yourselves be burdened again by a yoke of slavery.",80922,,"Galatians 5:1 It is for freedom that Christ has set us free. Stand firm, then, and do not let yourselves be burdened again by a yoke of slavery.",กาลาเทีย 5:1,กาลาเทีย,5,1,เมื่อ​พระคริสต์​ได้​ปลดปล่อย​ให้​เรา​เป็น​อิสระ​แล้ว ก็​ให้​อยู่​อย่าง​คน​อิสระ​เถิด รักษา​มัน​ไว้​ให้ดี อย่า​กลับ​ไป​เป็น​ทาส​ของ​กฎ​อีก,,กาลาเทีย 5:1 เมื่อ​พระคริสต์​ได้​ปลดปล่อย​ให้​เรา​เป็น​อิสระ​แล้ว ก็​ให้​อยู่​อย่าง​คน​อิสระ​เถิด รักษา​มัน​ไว้​ให้ดี อย่า​กลับ​ไป​เป็น​ทาส​ของ​กฎ​อีก,,Mandarin,6
80901,CMN,37,Mandarin,จีนกลาง,LLL 3 Victory through GOD,LLL 3 ชัยชนะโดยพระเจ้า,"Galatians 6:10 Therefore, as we have opportunity, let us do good to all people, especially to those who belong to the family of believers.",กาลาเทีย 6:10 ดังนั้น เมื่อ​มี​โอกาส​ก็​ให้​ทำดี​กับ​ทุกคน โดย​เฉพาะ​อย่างยิ่ง​กับ​ครอบครัว​ที่​ไว้วางใจ​ใน​พระเจ้า,fivefish.org/T80901,fivefish.org/T80901-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/80901.zip,5fi.sh/T80901,GAL,Galatians 6:10,Galatians,6,10,"Therefore, as we have opportunity, let us do good to all people, especially to those who belong to the family of believers.",80901,,"Galatians 6:10 Therefore, as we have opportunity, let us do good to all people, especially to those who belong to the family of believers.",กาลาเทีย 6:10,กาลาเทีย,6,10,ดังนั้น เมื่อ​มี​โอกาส​ก็​ให้​ทำดี​กับ​ทุกคน โดย​เฉพาะ​อย่างยิ่ง​กับ​ครอบครัว​ที่​ไว้วางใจ​ใน​พระเจ้า,,กาลาเทีย 6:10 ดังนั้น เมื่อ​มี​โอกาส​ก็​ให้​ทำดี​กับ​ทุกคน โดย​เฉพาะ​อย่างยิ่ง​กับ​ครอบครัว​ที่​ไว้วางใจ​ใน​พระเจ้า,,Mandarin,7
80892,CMN,37,Mandarin,จีนกลาง,LLL 4 Servants of GOD,LLL 4 ผู้รับใช้ของพระเจ้า,"Galatians 6:9 Let us not become weary in doing good, for at the proper time we will reap a harvest if we do not give up.",กาลาเทีย 6:9 อย่า​เพิ่ง​ท้อแท้​ใน​การ​ทำดี เพราะ​เมื่อ​ถึง​เวลา​ที่​เหมาะ คุณ​ก็​จะ​ได้​เก็บเกี่ยว​ผล​จาก​การ​ทำดี​นั้น ถ้า​ไม่​เลิก​ไป​ซะก่อน​นะ,fivefish.org/T80892,fivefish.org/T80892-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/80892.zip,5fi.sh/T80892,GAL,Galatians 6:9,Galatians,6,9,"Let us not become weary in doing good, for at the proper time we will reap a harvest if we do not give up.",80892,,"Galatians 6:9 Let us not become weary in doing good, for at the proper time we will reap a harvest if we do not give up.",กาลาเทีย 6:9,กาลาเทีย,6,9,อย่า​เพิ่ง​ท้อแท้​ใน​การ​ทำดี เพราะ​เมื่อ​ถึง​เวลา​ที่​เหมาะ คุณ​ก็​จะ​ได้​เก็บเกี่ยว​ผล​จาก​การ​ทำดี​นั้น ถ้า​ไม่​เลิก​ไป​ซะก่อน​นะ,,กาลาเทีย 6:9 อย่า​เพิ่ง​ท้อแท้​ใน​การ​ทำดี เพราะ​เมื่อ​ถึง​เวลา​ที่​เหมาะ คุณ​ก็​จะ​ได้​เก็บเกี่ยว​ผล​จาก​การ​ทำดี​นั้น ถ้า​ไม่​เลิก​ไป​ซะก่อน​นะ,,Mandarin,8
80893,CMN,37,Mandarin,จีนกลาง,LLL 5 On Trial for GOD,LLL 5 การทดสอบเพื่อพระเจ้า,"Ephesians 2:8-9 For it is by grace that you have been saved, through faith-and this not from yourselves, it is the gift of God-not by works, so that no one can boast.",เอเฟซัส 2:8-9 ที่​พวกคุณ​รอด​นั้น​เป็น​เพราะ​ความ​เมตตา​กรุณา​ของ​พระเจ้า ผ่าน​มา​ทาง​ความเชื่อ​ของ​คุณ ไม่ได้​มา​จาก​ตัว​ของ​คุณ​เอง แต่​เป็น​ของขวัญ​ที่​มา​จาก​พระเจ้ามัน​ไม่ได้​เป็น​ผล​มา​จาก​การ​กระทำ​ของ​ใคร เพื่อ​จะ​ได้​ไม่มี​ใคร​โอ้อวด​ได้,fivefish.org/T80893,fivefish.org/T80893-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/80893.zip,5fi.sh/T80893,EPH,Ephesians 2:8-9,Ephesians,2,9-Aug,"For it is by grace that you have been saved, through faith-and this not from yourselves, it is the gift of God-not by works, so that no one can boast.",80893,,"Ephesians 2:8-9 For it is by grace that you have been saved, through faith-and this not from yourselves, it is the gift of God-not by works, so that no one can boast.",เอเฟซัส 2:8-9,เอเฟซัส,2,9-Aug,ที่​พวกคุณ​รอด​นั้น​เป็น​เพราะ​ความ​เมตตา​กรุณา​ของ​พระเจ้า ผ่าน​มา​ทาง​ความเชื่อ​ของ​คุณ ไม่ได้​มา​จาก​ตัว​ของ​คุณ​เอง แต่​เป็น​ของขวัญ​ที่​มา​จาก​พระเจ้ามัน​ไม่ได้​เป็น​ผล​มา​จาก​การ​กระทำ​ของ​ใคร เพื่อ​จะ​ได้​ไม่มี​ใคร​โอ้อวด​ได้,,เอเฟซัส 2:8-9 ที่​พวกคุณ​รอด​นั้น​เป็น​เพราะ​ความ​เมตตา​กรุณา​ของ​พระเจ้า ผ่าน​มา​ทาง​ความเชื่อ​ของ​คุณ ไม่ได้​มา​จาก​ตัว​ของ​คุณ​เอง แต่​เป็น​ของขวัญ​ที่​มา​จาก​พระเจ้ามัน​ไม่ได้​เป็น​ผล​มา​จาก​การ​กระทำ​ของ​ใคร เพื่อ​จะ​ได้​ไม่มี​ใคร​โอ้อวด​ได้,,Mandarin,9
80923,CMN,37,Mandarin,จีนกลาง,LLL 6 JESUS - Teacher & Healer,LLL 6 พระเยซูเป็นผู้สอนและผู้รักษา,"Ephesians 3:16-17 I pray that out of His glorious riches He may strengthen you with power through His Spirit in your inner being, so that Christ may dwell in your hearts through faith. And I pray that you, being rooted and established in love.",เอเฟซัส 3:16-17 ขอให้​พระเจ้า​ที่​มั่งคั่ง​มหาศาล ช่วย​ให้​พวกคุณ​มี​พลังใจ​ที่​เข้มแข็ง​ผ่าน​ทาง​พระวิญญาณ​ของ​พระองค์ 17 ขอให้​พระคริสต์​ตั้ง​มั่นคง​อยู่​ในใจ​ของ​คุณ​เพราะ​คุณ​ไว้วางใจ​ใน​พระองค์ ขอให้​ลง​รากลึก​มั่นคง​ใน​ความรัก,fivefish.org/T80923,fivefish.org/T80923-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/80923.zip,5fi.sh/T80923,EPH,Ephesians 3:16-17,Ephesians,3,16-17,"I pray that out of His glorious riches He may strengthen you with power through His Spirit in your inner being, so that Christ may dwell in your hearts through faith. And I pray that you, being rooted and established in love.",80923,,"Ephesians 3:16-17 I pray that out of His glorious riches He may strengthen you with power through His Spirit in your inner being, so that Christ may dwell in your hearts through faith. And I pray that you, being rooted and established in love.",เอเฟซัส 3:16-17,เอเฟซัส,3,16-17,ขอให้​พระเจ้า​ที่​มั่งคั่ง​มหาศาล ช่วย​ให้​พวกคุณ​มี​พลังใจ​ที่​เข้มแข็ง​ผ่าน​ทาง​พระวิญญาณ​ของ​พระองค์ 17 ขอให้​พระคริสต์​ตั้ง​มั่นคง​อยู่​ในใจ​ของ​คุณ​เพราะ​คุณ​ไว้วางใจ​ใน​พระองค์ ขอให้​ลง​รากลึก​มั่นคง​ใน​ความรัก,,เอเฟซัส 3:16-17 ขอให้​พระเจ้า​ที่​มั่งคั่ง​มหาศาล ช่วย​ให้​พวกคุณ​มี​พลังใจ​ที่​เข้มแข็ง​ผ่าน​ทาง​พระวิญญาณ​ของ​พระองค์ 17 ขอให้​พระคริสต์​ตั้ง​มั่นคง​อยู่​ในใจ​ของ​คุณ​เพราะ​คุณ​ไว้วางใจ​ใน​พระองค์ ขอให้​ลง​รากลึก​มั่นคง​ใน​ความรัก,,Mandarin,10
80924,CMN,37,Mandarin,จีนกลาง,LLL 7 JESUS - Lord & Saviour,LLL 7 พระเยซูเป็นพระเจ้าและพระผู้ช่วยให้รอด,"Ephesians 3:20-21 Now to Him who is able to do immeasurably more than all we ask or imagine, according to His power that is at work within us, to Him be glory in the church and in Christ Jesus throughout all generations, for ever and ever!",เอเฟซัส 3:20-21 พระเจ้า​สามารถ​ทำได้​ทุกสิ่ง​มาก​ยิ่งกว่า​ที่​เรา​จะขอ​หรือ​คิด​ได้ ด้วย​ฤทธิ์​อำนาจ​ของ​พระองค์​ที่​กำลัง​ทำงาน​อยู่​ใน​ตัวเรา ขอให้​พระเจ้า​ได้รับ​เกียรติ​ทั้ง​จาก​หมู่ประชุม​ของ​พระองค์ และ​จาก​พระเยซู​คริสต์​ทุกยุค​ทุกสมัย​ตลอดไป อาเมน,fivefish.org/T80924,fivefish.org/T80924-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/80924.zip,5fi.sh/T80924,EPH,Ephesians 3:20-21,Ephesians,3,20-21,"Now to Him who is able to do immeasurably more than all we ask or imagine, according to His power that is at work within us, to Him be glory in the church and in Christ Jesus throughout all generations, for ever and ever!",80924,,"Ephesians 3:20-21 Now to Him who is able to do immeasurably more than all we ask or imagine, according to His power that is at work within us, to Him be glory in the church and in Christ Jesus throughout all generations, for ever and ever!",เอเฟซัส 3:20-21,เอเฟซัส,3,20-21,พระเจ้า​สามารถ​ทำได้​ทุกสิ่ง​มาก​ยิ่งกว่า​ที่​เรา​จะขอ​หรือ​คิด​ได้ ด้วย​ฤทธิ์​อำนาจ​ของ​พระองค์​ที่​กำลัง​ทำงาน​อยู่​ใน​ตัวเรา ขอให้​พระเจ้า​ได้รับ​เกียรติ​ทั้ง​จาก​หมู่ประชุม​ของ​พระองค์ และ​จาก​พระเยซู​คริสต์​ทุกยุค​ทุกสมัย​ตลอดไป อาเมน,,เอเฟซัส 3:20-21 พระเจ้า​สามารถ​ทำได้​ทุกสิ่ง​มาก​ยิ่งกว่า​ที่​เรา​จะขอ​หรือ​คิด​ได้ ด้วย​ฤทธิ์​อำนาจ​ของ​พระองค์​ที่​กำลัง​ทำงาน​อยู่​ใน​ตัวเรา ขอให้​พระเจ้า​ได้รับ​เกียรติ​ทั้ง​จาก​หมู่ประชุม​ของ​พระองค์ และ​จาก​พระเยซู​คริสต์​ทุกยุค​ทุกสมัย​ตลอดไป อาเมน,,Mandarin,11
80925,CMN,37,Mandarin,จีนกลาง,LLL 8 Acts of the HOLY SPIRIT,LLL 8 การงานของพระวิญญาณบริสุทธิ์,"Ephesians 5:3 But among you there must not be even a hint of sexual immorality, or of any kind of impurity, or of greed, because these are improper for God’s holy people.",เอเฟซัส 5:3 เรื่อง​ความ​ผิดบาป​ทางเพศ เรื่อง​ลามก​ทุกอย่าง หรือ​ความ​มักมาก​ใน​กาม แม้แต่​จะ​พูดถึง​ก็​อย่าเลย เพราะ​มัน​ไม่เหมาะ​กับ​คน​ที่​เป็น​ของ​พระเจ้า,fivefish.org/T80925,fivefish.org/T80925-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/80925.zip,5fi.sh/T80925,EPH,Ephesians 5:3,Ephesians,5,3,"But among you there must not be even a hint of sexual immorality, or of any kind of impurity, or of greed, because these are improper for God’s holy people.",80925,,"Ephesians 5:3 But among you there must not be even a hint of sexual immorality, or of any kind of impurity, or of greed, because these are improper for God’s holy people.",เอเฟซัส 5:3,เอเฟซัส,5,3,เรื่อง​ความ​ผิดบาป​ทางเพศ เรื่อง​ลามก​ทุกอย่าง หรือ​ความ​มักมาก​ใน​กาม แม้แต่​จะ​พูดถึง​ก็​อย่าเลย เพราะ​มัน​ไม่เหมาะ​กับ​คน​ที่​เป็น​ของ​พระเจ้า,,เอเฟซัส 5:3 เรื่อง​ความ​ผิดบาป​ทางเพศ เรื่อง​ลามก​ทุกอย่าง หรือ​ความ​มักมาก​ใน​กาม แม้แต่​จะ​พูดถึง​ก็​อย่าเลย เพราะ​มัน​ไม่เหมาะ​กับ​คน​ที่​เป็น​ของ​พระเจ้า,,Mandarin,12
30090,CMN,37,Mandarin,จีนกลาง,Portrait of Jesus (Modern),ชีวิตของพระเยซู (Modern),"Philippians 2:3-4 Do nothing out of selfish ambition or vein conceit, but in humility consider others better than yourselves. Each of you should look not only to your own interests, but also the interests of others.",ฟีลิปปี 2:3-4 อย่า​ทำ​อะไร​ที่​ชิงดี​ชิงเด่น​กัน หรือ​เพราะ​หลง​คิด​ว่า​ตัวเอง​เก่ง แต่​ให้​ถ่อมตัว​ลง และ​มอง​คน​อื่น​ว่า​สำคัญ​กว่า​ตัวเอง 4 อย่า​ให้​ใคร​คิด​เห็น​แต่​ประโยชน์​ส่วนตัว แต่​ให้​คิดถึง​ประโยชน์​ของ​คน​อื่น​ด้วย,fivefish.org/T30090,fivefish.org/T30090-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/30090.zip,5fi.sh/T30090,PHP,Philippians 2:3-4,Philippians,2,4-Mar,"Do nothing out of selfish ambition or vein conceit, but in humility consider others better than yourselves. Each of you should look not only to your own interests, but also the interests of others.",30090,,"Philippians 2:3-4 Do nothing out of selfish ambition or vein conceit, but in humility consider others better than yourselves. Each of you should look not only to your own interests, but also the interests of others.",ฟีลิปปี 2:3-4,ฟีลิปปี,2,4-Mar,อย่า​ทำ​อะไร​ที่​ชิงดี​ชิงเด่น​กัน หรือ​เพราะ​หลง​คิด​ว่า​ตัวเอง​เก่ง แต่​ให้​ถ่อมตัว​ลง และ​มอง​คน​อื่น​ว่า​สำคัญ​กว่า​ตัวเอง 4 อย่า​ให้​ใคร​คิด​เห็น​แต่​ประโยชน์​ส่วนตัว แต่​ให้​คิดถึง​ประโยชน์​ของ​คน​อื่น​ด้วย,,ฟีลิปปี 2:3-4 อย่า​ทำ​อะไร​ที่​ชิงดี​ชิงเด่น​กัน หรือ​เพราะ​หลง​คิด​ว่า​ตัวเอง​เก่ง แต่​ให้​ถ่อมตัว​ลง และ​มอง​คน​อื่น​ว่า​สำคัญ​กว่า​ตัวเอง 4 อย่า​ให้​ใคร​คิด​เห็น​แต่​ประโยชน์​ส่วนตัว แต่​ให้​คิดถึง​ประโยชน์​ของ​คน​อื่น​ด้วย,,Mandarin,13
