iso3,langKey,langEn,langTh,program,titleEn,titleTh,playUrl,downloadZipUrl,downloadTrack001Url,shareProgUrl
MWW,,Hmong White,ม้งขาว,62956,"New Birth 1: Know God, Devil, Yourself",บังเกิดใหม่ 1 รู้จักพระเจ้า มารซาตานและตัวเอง,fivefish.org/T62956,https://files.globalrecordings.net/files/set/mp3-low/62956.zip,fivefish.org/T62956-001.mp3,5fi.sh/T62956
MWW,,Hmong White,ม้งขาว,37752,New Birth 2: Trust Jesus,บังเกิดใหม่ 2 วางใจในพระเยซู,fivefish.org/T37752,https://files.globalrecordings.net/files/set/mp3-low/37752.zip,fivefish.org/T37752-001.mp3,5fi.sh/T37752
MWW,,Hmong White,ม้งขาว,27261,Songs 1,เพลง 1,fivefish.org/T27261,https://files.globalrecordings.net/files/set/mp3-low/27261.zip,fivefish.org/T27261-001.mp3,5fi.sh/T27261
MWW,,Hmong White,ม้งขาว,27181,Songs 2,เพลง 2,fivefish.org/T27181,https://files.globalrecordings.net/files/set/mp3-low/27181.zip,fivefish.org/T27181-001.mp3,5fi.sh/T27181
MWW,,Hmong White,ม้งขาว,27190,Songs 3,เพลง 3,fivefish.org/T27190,https://files.globalrecordings.net/files/set/mp3-low/27190.zip,fivefish.org/T27190-001.mp3,5fi.sh/T27190
MWW,,Hmong White,ม้งขาว,13240,Words of Life 2,พระคำแห่งชีวิต 2,fivefish.org/T13240,https://files.globalrecordings.net/files/set/mp3-low/13240.zip,fivefish.org/T13240-001.mp3,5fi.sh/T13240
CMN,,Hui,ฮุย,38079,The Straight Path,เส้นทางตรง,fivefish.org/T38079,https://files.globalrecordings.net/files/set/mp3-low/38079.zip,fivefish.org/T38079-001.mp3,5fi.sh/T38079
CMN,,Hui,ฮุย,37731,The Straight Path 01 - 30,เส้นทางตรง 01 - 30,fivefish.org/T37731,https://files.globalrecordings.net/files/set/mp3-low/37731.zip,fivefish.org/T37731-001.mp3,5fi.sh/T37731
IUM,,Iu Mien,อิ้วเมี่ยน,33010,Portrait of Jesus 1,ชีวิตของพระเยซู 1,fivefish.org/T33010,https://files.globalrecordings.net/files/set/mp3-low/33010.zip,fivefish.org/T33010-001.mp3,5fi.sh/T33010
IUM,,Iu Mien,อิ้วเมี่ยน,33011,Portrait of Jesus 2,ชีวิตของพระเยซู 2,fivefish.org/T33011,https://files.globalrecordings.net/files/set/mp3-low/33011.zip,fivefish.org/T33011-001.mp3,5fi.sh/T33011
IUM,,Iu Mien,อิ้วเมี่ยน,38205,The Two Ways,สองทางเลือก,fivefish.org/T38205,https://files.globalrecordings.net/files/set/mp3-low/38205.zip,fivefish.org/T38205-001.mp3,5fi.sh/T38205
IUM,,Iu Mien,อิ้วเมี่ยน,5261,Words of Life 2,พระคำแห่งชีวิต 2,fivefish.org/T5261,https://files.globalrecordings.net/files/set/mp3-low/5261.zip,fivefish.org/T5261-001.mp3,5fi.sh/T5261
JPN,,Japanese,ญี่ปุ่น,63085,LLL 6 JESUS - Teacher & Healer,LLL 6 พระเยซูเป็นผู้สอนและผู้รักษา,fivefish.org/T63085,https://files.globalrecordings.net/files/set/mp3-low/63085.zip,fivefish.org/T63085-001.mp3,5fi.sh/T63085
JPN,,Japanese,ญี่ปุ่น,32531,My Heart for You w/ English,สิ่งที่ใจฉันต้องการสำหรับคุณ,fivefish.org/T32531,https://files.globalrecordings.net/files/set/mp3-low/32531.zip,fivefish.org/T32531-001.mp3,5fi.sh/T32531
JPN,,Japanese,ญี่ปุ่น,37280,Portrait of Jesus 1,ชีวิตของพระเยซู 1,fivefish.org/T37280,https://files.globalrecordings.net/files/set/mp3-low/37280.zip,fivefish.org/T37280-001.mp3,5fi.sh/T37280
JPN,,Japanese,ญี่ปุ่น,37281,Portrait of Jesus 2,ชีวิตของพระเยซู 2,fivefish.org/T37281,https://files.globalrecordings.net/files/set/mp3-low/37281.zip,fivefish.org/T37281-001.mp3,5fi.sh/T37281
KAC,,Kachin,คะฉิ่น,80573,Good News,ข่าวประเสริฐ,fivefish.org/T80573,https://files.globalrecordings.net/files/set/mp3-low/80573.zip,fivefish.org/T80573-001.mp3,5fi.sh/T80573
KAC,,Kachin,คะฉิ่น,66535,"Jesus, the Refugee",พระเยซู ผู้ลี้ภัย,fivefish.org/T66535,https://files.globalrecordings.net/files/set/mp3-low/66535.zip,fivefish.org/T66535-001.mp3,5fi.sh/T66535
KAC,,Kachin,คะฉิ่น,6100,Word of Life,พระคำแห่งชีวิต,fivefish.org/T6100,https://files.globalrecordings.net/files/set/mp3-low/6100.zip,fivefish.org/T6100-001.mp3,5fi.sh/T6100
BWE,,Karen Bwe,กะเหรี่ยงบะเว,80870,Good News,ข่าวประเสริฐ,fivefish.org/T80870,https://files.globalrecordings.net/files/set/mp3-low/80870.zip,fivefish.org/T80870-001.mp3,5fi.sh/T80870
BWE,,Karen Bwe,กะเหรี่ยงบะเว,9310,Words of Life,พระคำแห่งชีวิต,fivefish.org/T9310,https://files.globalrecordings.net/files/set/mp3-low/9310.zip,fivefish.org/T9310-001.mp3,5fi.sh/T9310
BLK,,Karen Pa'o Moulmein,กะเหรี่ยงปะโอ เมาะลำเลิง,9340,Words of Life,พระคำแห่งชีวิต,fivefish.org/T9340,https://files.globalrecordings.net/files/set/mp3-low/9340.zip,fivefish.org/T9340-001.mp3,5fi.sh/T9340
BLK,,Karen Pa'o Southern,กะเหรี่ยงปะโอ ใต้,80827,Good News,ข่าวประเสริฐ,fivefish.org/T80827,https://files.globalrecordings.net/files/set/mp3-low/80827.zip,fivefish.org/T80827-001.mp3,5fi.sh/T80827
BLK,,Karen Pa'o Southern,กะเหรี่ยงปะโอ ใต้,6751,Words of Life,พระคำแห่งชีวิต,fivefish.org/T6751,https://files.globalrecordings.net/files/set/mp3-low/6751.zip,fivefish.org/T6751-001.mp3,5fi.sh/T6751
KJP,,Karen Pwo Eastern,กะเหรี่ยงโป ตะวันออก,62599,Good News,ข่าวประเสริฐ,fivefish.org/T62599,https://files.globalrecordings.net/files/set/mp3-low/62599.zip,fivefish.org/T62599-001.mp3,5fi.sh/T62599
KJP,,Karen Pwo Eastern Kanjanaburi,กะเหรี่ยงโป ตะวันออก กาญจบุรี,9320,Words of Life 1,พระคำแห่งชีวิต 1,fivefish.org/T9320,https://files.globalrecordings.net/files/set/mp3-low/9320.zip,fivefish.org/T9320-001.mp3,5fi.sh/T9320
KJP,,Karen Pwo Eastern Kanjanaburi,กะเหรี่ยงโป ตะวันออก กาญจบุรี,27180,Words of Life 2,พระคำแห่งชีวิต 2,fivefish.org/T27180,https://files.globalrecordings.net/files/set/mp3-low/27180.zip,fivefish.org/T27180-001.mp3,5fi.sh/T27180
PWW,,Karen Pwo Hod,กะเหรี่ยงโป ฮอด,6690,Words of Life,พระคำแห่งชีวิต,fivefish.org/T6690,https://files.globalrecordings.net/files/set/mp3-low/6690.zip,fivefish.org/T6690-001.mp3,5fi.sh/T6690
KJT,,Karen Pwo Prae,กะเหรี่ยงโป แพร่,17200,Words of Life,พระคำแห่งชีวิต,fivefish.org/T17200,https://files.globalrecordings.net/files/set/mp3-low/17200.zip,fivefish.org/T17200-001.mp3,5fi.sh/T17200
PWO,,Karen Pwo Western,กะเหรี่ยงโป ตะวันตก,80604,Good News,ข่าวประเสริฐ,fivefish.org/T80604,https://files.globalrecordings.net/files/set/mp3-low/80604.zip,fivefish.org/T80604-001.mp3,5fi.sh/T80604
PWO,,Karen Pwo Western,กะเหรี่ยงโป ตะวันตก,35850,Jesus Story 1 of 2,เรื่องราวของพระเยซู 1 of 2,fivefish.org/T35850,https://files.globalrecordings.net/files/set/mp3-low/35850.zip,fivefish.org/T35850-001.mp3,5fi.sh/T35850
PWO,,Karen Pwo Western,กะเหรี่ยงโป ตะวันตก,35851,Jesus Story 2 of 2,เรื่องราวของพระเยซู 2 of 2,fivefish.org/T35851,https://files.globalrecordings.net/files/set/mp3-low/35851.zip,fivefish.org/T35851-001.mp3,5fi.sh/T35851
PWO,,Karen Pwo Western,กะเหรี่ยงโป ตะวันตก,9850,Words of Life 1,พระคำแห่งชีวิต 1,fivefish.org/T9850,https://files.globalrecordings.net/files/set/mp3-low/9850.zip,fivefish.org/T9850-001.mp3,5fi.sh/T9850
PWO,,Karen Pwo Western,กะเหรี่ยงโป ตะวันตก,9851,Words of Life 2,พระคำแห่งชีวิต 2,fivefish.org/T9851,https://files.globalrecordings.net/files/set/mp3-low/9851.zip,fivefish.org/T9851-001.mp3,5fi.sh/T9851
KSW,,Karen S'gaw,กะเหรี่ยงสะกอ,33121,Following Jesus,ติดตามพระเยซู,fivefish.org/T33121,https://files.globalrecordings.net/files/set/mp3-low/33121.zip,fivefish.org/T33121-001.mp3,5fi.sh/T33121
KSW,,Karen S'gaw,กะเหรี่ยงสะกอ,27200,Freedom in Jesus,อิสรภาพในพระเยซู,fivefish.org/T27200,https://files.globalrecordings.net/files/set/mp3-low/27200.zip,fivefish.org/T27200-001.mp3,5fi.sh/T27200
KSW,,Karen S'gaw,กะเหรี่ยงสะกอ,38334,Good News,ข่าวประเสริฐ,fivefish.org/T38334,https://files.globalrecordings.net/files/set/mp3-low/38334.zip,fivefish.org/T38334-001.mp3,5fi.sh/T38334
KSW,,Karen S'gaw,กะเหรี่ยงสะกอ,64523,LLL 1 Beginning with GOD,LLL 1 เริ่มต้นกับพระเจ้า,fivefish.org/T64523,https://files.globalrecordings.net/files/set/mp3-low/64523.zip,fivefish.org/T64523-001.mp3,5fi.sh/T64523
KSW,,Karen S'gaw,กะเหรี่ยงสะกอ,64524,LLL 2 Mighty Men of GOD,LLL 2 ผู้ได้รับอำนาจจากพระเจ้า,fivefish.org/T64524,https://files.globalrecordings.net/files/set/mp3-low/64524.zip,fivefish.org/T64524-001.mp3,5fi.sh/T64524
KSW,,Karen S'gaw,กะเหรี่ยงสะกอ,64525,LLL 3 Victory through GOD,LLL 3 ชัยชนะโดยพระเจ้า,fivefish.org/T64525,https://files.globalrecordings.net/files/set/mp3-low/64525.zip,fivefish.org/T64525-001.mp3,5fi.sh/T64525
KSW,,Karen S'gaw,กะเหรี่ยงสะกอ,64526,LLL 4 Servants of GOD,LLL 4 ผู้รับใช้ของพระเจ้า,fivefish.org/T64526,https://files.globalrecordings.net/files/set/mp3-low/64526.zip,fivefish.org/T64526-001.mp3,5fi.sh/T64526
KSW,,Karen S'gaw,กะเหรี่ยงสะกอ,64527,LLL 5 On Trial for GOD,LLL 5 การทดสอบเพื่อพระเจ้า,fivefish.org/T64527,https://files.globalrecordings.net/files/set/mp3-low/64527.zip,fivefish.org/T64527-001.mp3,5fi.sh/T64527
KSW,,Karen S'gaw,กะเหรี่ยงสะกอ,64528,LLL 6 JESUS - Teacher & Healer,LLL 6 พระเยซูเป็นผู้สอนและผู้รักษา,fivefish.org/T64528,https://files.globalrecordings.net/files/set/mp3-low/64528.zip,fivefish.org/T64528-001.mp3,5fi.sh/T64528
KSW,,Karen S'gaw,กะเหรี่ยงสะกอ,64529,LLL 7 JESUS - Lord & Saviour,LLL 7 พระเยซูเป็นพระเจ้าและพระผู้ช่วยให้รอด,fivefish.org/T64529,https://files.globalrecordings.net/files/set/mp3-low/64529.zip,fivefish.org/T64529-001.mp3,5fi.sh/T64529
KSW,,Karen S'gaw,กะเหรี่ยงสะกอ,64530,LLL 8 Acts of the HOLY SPIRIT,LLL 8 การงานของพระวิญญาณบริสุทธิ์,fivefish.org/T64530,https://files.globalrecordings.net/files/set/mp3-low/64530.zip,fivefish.org/T64530-001.mp3,5fi.sh/T64530
KSW,,Karen S'gaw,กะเหรี่ยงสะกอ,27210,The Works of Jesus,พระราชกิจของพระเยซู,fivefish.org/T27210,https://files.globalrecordings.net/files/set/mp3-low/27210.zip,fivefish.org/T27210-001.mp3,5fi.sh/T27210
KSW,,Karen S'gaw,กะเหรี่ยงสะกอ,9420,Who Is Jesus?,พระเยซูคือใคร,fivefish.org/T9420,https://files.globalrecordings.net/files/set/mp3-low/9420.zip,fivefish.org/T9420-001.mp3,5fi.sh/T9420
KSW,,Karen S'gaw,กะเหรี่ยงสะกอ,27201,Words of Life 4,พระคำแห่งชีวิต 4,fivefish.org/T27201,https://files.globalrecordings.net/files/set/mp3-low/27201.zip,fivefish.org/T27201-001.mp3,5fi.sh/T27201
KSW,,Karen S'gaw,กะเหรี่ยงสะกอ,64531,Worship Songs CD 1,เพลงนมัสการ CD 1,fivefish.org/T64531,https://files.globalrecordings.net/files/set/mp3-low/64531.zip,fivefish.org/T64531-001.mp3,5fi.sh/T64531
EKY,,Kayah Eastern Presule,กะยาตะวันออก พรีซูลี,80842,Good News,ข่าวประเสริฐ,fivefish.org/T80842,https://files.globalrecordings.net/files/set/mp3-low/80842.zip,fivefish.org/T80842-001.mp3,5fi.sh/T80842
KYU,,Kayah Western,กะยาตะวันตก,80838,Good News,ข่าวประเสริฐ,fivefish.org/T80838,https://files.globalrecordings.net/files/set/mp3-low/80838.zip,fivefish.org/T80838-001.mp3,5fi.sh/T80838
KYU,,Kayah Western,กะยาตะวันตก,62901,The Living Christ - Lessons 1 & 2,ชีวิตของพระคริสต์ - บทที่ 1 & 2,fivefish.org/T62901,https://files.globalrecordings.net/files/set/mp3-low/62901.zip,fivefish.org/T62901-001.mp3,5fi.sh/T62901
KYU,,Kayah Western,กะยาตะวันตก,63010,The Living Christ - Lessons 3 & 4,ชีวิตของพระคริสต์ - บทที่ 3 & 4,fivefish.org/T63010,https://files.globalrecordings.net/files/set/mp3-low/63010.zip,fivefish.org/T63010-001.mp3,5fi.sh/T63010
KYU,,Kayah Western,กะยาตะวันตก,6750,Words of Life,พระคำแห่งชีวิต,fivefish.org/T6750,https://files.globalrecordings.net/files/set/mp3-low/6750.zip,fivefish.org/T6750-001.mp3,5fi.sh/T6750
BFG,,Kayan,กะยัน,19141,Good News,ข่าวประเสริฐ,fivefish.org/T19141,https://files.globalrecordings.net/files/set/mp3-low/19141.zip,fivefish.org/T19141-001.mp3,5fi.sh/T19141
BFG,,Kayan,กะยัน,63793,Good News,ข่าวประเสริฐ,fivefish.org/T63793,https://files.globalrecordings.net/files/set/mp3-low/63793.zip,fivefish.org/T63793-001.mp3,5fi.sh/T63793
BFG,,Kayan,กะยัน,75325,Words of Life for Women 1,พระคำแห่งชีวิต สำหรับผู้หญิง 1,fivefish.org/T75325,https://files.globalrecordings.net/files/set/mp3-low/75325.zip,fivefish.org/T75325-001.mp3,5fi.sh/T75325
BFG,,Kayan,กะยัน,75326,Words of Life for Women 2,พระคำแห่งชีวิต สำหรับผู้หญิง 2,fivefish.org/T75326,https://files.globalrecordings.net/files/set/mp3-low/75326.zip,fivefish.org/T75326-001.mp3,5fi.sh/T75326
LBN,,Khamet,ขะเม็ต,11431,Words of Life,พระคำแห่งชีวิต,fivefish.org/T11431,https://files.globalrecordings.net/files/set/mp3-low/11431.zip,fivefish.org/T11431-001.mp3,5fi.sh/T11431
KJG,,Khamu,ขมุ,16030,Creation to Christ,ตั้งแต่การสร้างจนถึงพระคริสต์,fivefish.org/T16030,https://files.globalrecordings.net/files/set/mp3-low/16030.zip,fivefish.org/T16030-001.mp3,5fi.sh/T16030
KJG,,Khamu,ขมุ,16031,Growing in Jesus,เติบโตในพระเยซู,fivefish.org/T16031,https://files.globalrecordings.net/files/set/mp3-low/16031.zip,fivefish.org/T16031-001.mp3,5fi.sh/T16031
KJG,,Khamu,ขมุ,35880,Jesus Story 1 of 2,เรื่องราวของพระเยซู 1 of 2,fivefish.org/T35880,https://files.globalrecordings.net/files/set/mp3-low/35880.zip,fivefish.org/T35880-001.mp3,5fi.sh/T35880
KJG,,Khamu,ขมุ,35881,Jesus Story 2 of 2,เรื่องราวของพระเยซู 2 of 2,fivefish.org/T35881,https://files.globalrecordings.net/files/set/mp3-low/35881.zip,fivefish.org/T35881-001.mp3,5fi.sh/T35881
KJG,,Khamu Thailand,ขมุ ประเทศไทย,6700,Power Over Fear,พลังเหนือความกลัว,fivefish.org/T6700,https://files.globalrecordings.net/files/set/mp3-low/6700.zip,fivefish.org/T6700-001.mp3,5fi.sh/T6700
KHM,,Khmer,เขมร,64394,Good News,ข่าวประเสริฐ,fivefish.org/T64394,https://files.globalrecordings.net/files/set/mp3-low/64394.zip,fivefish.org/T64394-001.mp3,5fi.sh/T64394
KHM,,Khmer,เขมร,74832,LLL 1 Beginning with GOD,LLL 1 เริ่มต้นกับพระเจ้า,fivefish.org/T74832,https://files.globalrecordings.net/files/set/mp3-low/74832.zip,fivefish.org/T74832-001.mp3,5fi.sh/T74832
KHM,,Khmer,เขมร,80758,LLL 1 Beginning with GOD (B),LLL 1 เริ่มต้นกับพระเจ้า (B),fivefish.org/T80758,https://files.globalrecordings.net/files/set/mp3-low/80758.zip,fivefish.org/T80758-001.mp3,5fi.sh/T80758
KHM,,Khmer,เขมร,74833,LLL 2 Mighty Men of GOD,LLL 2 ผู้ได้รับอำนาจจากพระเจ้า,fivefish.org/T74833,https://files.globalrecordings.net/files/set/mp3-low/74833.zip,fivefish.org/T74833-001.mp3,5fi.sh/T74833
KHM,,Khmer,เขมร,74834,LLL 3 Victory through GOD,LLL 3 ชัยชนะโดยพระเจ้า,fivefish.org/T74834,https://files.globalrecordings.net/files/set/mp3-low/74834.zip,fivefish.org/T74834-001.mp3,5fi.sh/T74834
KHM,,Khmer,เขมร,74835,LLL 4 Servants of GOD,LLL 4 ผู้รับใช้ของพระเจ้า,fivefish.org/T74835,https://files.globalrecordings.net/files/set/mp3-low/74835.zip,fivefish.org/T74835-001.mp3,5fi.sh/T74835
KHM,,Khmer,เขมร,74836,LLL 5 On Trial for GOD,LLL 5 การทดสอบเพื่อพระเจ้า,fivefish.org/T74836,https://files.globalrecordings.net/files/set/mp3-low/74836.zip,fivefish.org/T74836-001.mp3,5fi.sh/T74836
KHM,,Khmer,เขมร,74837,LLL 6 JESUS - Teacher & Healer,LLL 6 พระเยซูเป็นผู้สอนและผู้รักษา,fivefish.org/T74837,https://files.globalrecordings.net/files/set/mp3-low/74837.zip,fivefish.org/T74837-001.mp3,5fi.sh/T74837
KHM,,Khmer,เขมร,80108,LLL 7 JESUS - Lord & Saviour,LLL 7 พระเยซูเป็นพระเจ้าและพระผู้ช่วยให้รอด,fivefish.org/T80108,https://files.globalrecordings.net/files/set/mp3-low/80108.zip,fivefish.org/T80108-001.mp3,5fi.sh/T80108
KHM,,Khmer,เขมร,80109,LLL 8 Acts of the HOLY SPIRIT,LLL 8 การงานของพระวิญญาณบริสุทธิ์,fivefish.org/T80109,https://files.globalrecordings.net/files/set/mp3-low/80109.zip,fivefish.org/T80109-001.mp3,5fi.sh/T80109
KHM,,Khmer,เขมร,64395,Meeting the Creator God,พบพระเจ้าพระผู้สร้าง,fivefish.org/T64395,https://files.globalrecordings.net/files/set/mp3-low/64395.zip,fivefish.org/T64395-001.mp3,5fi.sh/T64395
KHM,,Khmer,เขมร,30080,Portrait of Jesus 1,ชีวิตของพระเยซู 1,fivefish.org/T30080,https://files.globalrecordings.net/files/set/mp3-low/30080.zip,fivefish.org/T30080-001.mp3,5fi.sh/T30080
KHM,,Khmer,เขมร,30081,Portrait of Jesus 2,ชีวิตของพระเยซู 2,fivefish.org/T30081,https://files.globalrecordings.net/files/set/mp3-low/30081.zip,fivefish.org/T30081-001.mp3,5fi.sh/T30081
KHM,,Khmer,เขมร,3400,Words of Life,พระคำแห่งชีวิต,fivefish.org/T3400,https://files.globalrecordings.net/files/set/mp3-low/3400.zip,fivefish.org/T3400-001.mp3,5fi.sh/T3400
KXM,,Khmer Thailand,เขมร ประเทศไทย,3590,Words of Life,พระคำแห่งชีวิต,fivefish.org/T3590,https://files.globalrecordings.net/files/set/mp3-low/3590.zip,fivefish.org/T3590-001.mp3,5fi.sh/T3590
KKH,,Khun,ขืน,9371,Words of Life,พระคำแห่งชีวิต,fivefish.org/T9371,https://files.globalrecordings.net/files/set/mp3-low/9371.zip,fivefish.org/T9371-001.mp3,5fi.sh/T9371
KDT,,Kuy,กูย,7581,Words of Life,พระคำแห่งชีวิต,fivefish.org/T7581,https://files.globalrecordings.net/files/set/mp3-low/7581.zip,fivefish.org/T7581-001.mp3,5fi.sh/T7581
LHU,,Lahu Na,ลาหู่นา,32660,Christmas Readings & Songs,เรื่องราวคริสต์มาส & เพลง,fivefish.org/T32660,https://files.globalrecordings.net/files/set/mp3-low/32660.zip,fivefish.org/T32660-001.mp3,5fi.sh/T32660
LHU,,Lahu Na,ลาหู่นา,63277,Good News,ข่าวประเสริฐ,fivefish.org/T63277,https://files.globalrecordings.net/files/set/mp3-low/63277.zip,fivefish.org/T63277-001.mp3,5fi.sh/T63277
LHU,,Lahu Na,ลาหู่นา,64244,LLL 1 Beginning with GOD,LLL 1 เริ่มต้นกับพระเจ้า,fivefish.org/T64244,https://files.globalrecordings.net/files/set/mp3-low/64244.zip,fivefish.org/T64244-001.mp3,5fi.sh/T64244
LHU,,Lahu Na,ลาหู่นา,64245,LLL 2 Mighty Men of GOD,LLL 2 ผู้ได้รับอำนาจจากพระเจ้า,fivefish.org/T64245,https://files.globalrecordings.net/files/set/mp3-low/64245.zip,fivefish.org/T64245-001.mp3,5fi.sh/T64245
LHU,,Lahu Na,ลาหู่นา,64246,LLL 3 Victory through GOD,LLL 3 ชัยชนะโดยพระเจ้า,fivefish.org/T64246,https://files.globalrecordings.net/files/set/mp3-low/64246.zip,fivefish.org/T64246-001.mp3,5fi.sh/T64246
LHU,,Lahu Na,ลาหู่นา,64247,LLL 4 Servants of GOD,LLL 4 ผู้รับใช้ของพระเจ้า,fivefish.org/T64247,https://files.globalrecordings.net/files/set/mp3-low/64247.zip,fivefish.org/T64247-001.mp3,5fi.sh/T64247
LHU,,Lahu Na,ลาหู่นา,64248,LLL 5 On Trial for GOD,LLL 5 การทดสอบเพื่อพระเจ้า,fivefish.org/T64248,https://files.globalrecordings.net/files/set/mp3-low/64248.zip,fivefish.org/T64248-001.mp3,5fi.sh/T64248
LHU,,Lahu Na,ลาหู่นา,64249,LLL 6 JESUS - Teacher & Healer,LLL 6 พระเยซูเป็นผู้สอนและผู้รักษา,fivefish.org/T64249,https://files.globalrecordings.net/files/set/mp3-low/64249.zip,fivefish.org/T64249-001.mp3,5fi.sh/T64249
LHU,,Lahu Na,ลาหู่นา,64250,LLL 7 JESUS - Lord & Saviour,LLL 7 พระเยซูเป็นพระเจ้าและพระผู้ช่วยให้รอด,fivefish.org/T64250,https://files.globalrecordings.net/files/set/mp3-low/64250.zip,fivefish.org/T64250-001.mp3,5fi.sh/T64250
LHU,,Lahu Na,ลาหู่นา,64251,LLL 8 Acts of the HOLY SPIRIT,LLL 8 การงานของพระวิญญาณบริสุทธิ์,fivefish.org/T64251,https://files.globalrecordings.net/files/set/mp3-low/64251.zip,fivefish.org/T64251-001.mp3,5fi.sh/T64251
LHU,,Lahu Na,ลาหู่นา,6780,Words of Life 1,พระคำแห่งชีวิต 1,fivefish.org/T6780,https://files.globalrecordings.net/files/set/mp3-low/6780.zip,fivefish.org/T6780-001.mp3,5fi.sh/T6780
LHU,,Lahu Na,ลาหู่นา,32651,Words of Life 3,พระคำแห่งชีวิต 3,fivefish.org/T32651,https://files.globalrecordings.net/files/set/mp3-low/32651.zip,fivefish.org/T32651-001.mp3,5fi.sh/T32651
LHU,,Lahu Shehleh,ลาหู่แซแล,63278,Good News,ข่าวประเสริฐ,fivefish.org/T63278,https://files.globalrecordings.net/files/set/mp3-low/63278.zip,fivefish.org/T63278-001.mp3,5fi.sh/T63278
LHI,,Lahu Shi Barkeo,ลาหู่ชิ บาเกียว,62806,Good News,ข่าวประเสริฐ,fivefish.org/T62806,https://files.globalrecordings.net/files/set/mp3-low/62806.zip,fivefish.org/T62806-001.mp3,5fi.sh/T62806
LHI,,Lahu Yellow,ลาหู่เหลือง,6771,Words of Life,พระคำแห่งชีวิต,fivefish.org/T6771,https://files.globalrecordings.net/files/set/mp3-low/6771.zip,fivefish.org/T6771-001.mp3,5fi.sh/T6771
LBN,,Lamet,ลาเม็ท,64576,Good News,ข่าวประเสริฐ,fivefish.org/T64576,https://files.globalrecordings.net/files/set/mp3-low/64576.zip,fivefish.org/T64576-001.mp3,5fi.sh/T64576
LBN,,Lamet,ลาเม็ท,64623,The Lost Son,บุตรน้อยหลงหาย,fivefish.org/T64623,https://files.globalrecordings.net/files/set/mp3-low/64623.zip,fivefish.org/T64623-001.mp3,5fi.sh/T64623
LAO,,Lao,ลาว,12600,Ballads,เพลง,fivefish.org/T12600,https://files.globalrecordings.net/files/set/mp3-low/12600.zip,fivefish.org/T12600-001.mp3,5fi.sh/T12600
LAO,,Lao,ลาว,14971,FEBC-Special 1,FEBC-พิเศษ 1,fivefish.org/T14971,https://files.globalrecordings.net/files/set/mp3-low/14971.zip,fivefish.org/T14971-001.mp3,5fi.sh/T14971
LAO,,Lao,ลาว,14960,FEBC-Special 2,FEBC-พิเศษ 2,fivefish.org/T14960,https://files.globalrecordings.net/files/set/mp3-low/14960.zip,fivefish.org/T14960-001.mp3,5fi.sh/T14960
LAO,,Lao,ลาว,62857,LLL 2 Mighty Men of GOD,LLL 2 ผู้ได้รับอำนาจจากพระเจ้า,fivefish.org/T62857,https://files.globalrecordings.net/files/set/mp3-low/62857.zip,fivefish.org/T62857-001.mp3,5fi.sh/T62857
LAO,,Lao,ลาว,62858,LLL 3 Victory through GOD,LLL 3 ชัยชนะโดยพระเจ้า,fivefish.org/T62858,https://files.globalrecordings.net/files/set/mp3-low/62858.zip,fivefish.org/T62858-001.mp3,5fi.sh/T62858
LAO,,Lao,ลาว,34010,Portrait of Jesus 1,ชีวิตของพระเยซู 1,fivefish.org/T34010,https://files.globalrecordings.net/files/set/mp3-low/34010.zip,fivefish.org/T34010-001.mp3,5fi.sh/T34010
LAO,,Lao,ลาว,34011,Portrait of Jesus 2,ชีวิตของพระเยซู 2,fivefish.org/T34011,https://files.globalrecordings.net/files/set/mp3-low/34011.zip,fivefish.org/T34011-001.mp3,5fi.sh/T34011
LAO,,Lao,ลาว,74991,Songs - Christian,เพลง – คริสเตียน,fivefish.org/T74991,https://files.globalrecordings.net/files/set/mp3-low/74991.zip,fivefish.org/T74991-001.mp3,5fi.sh/T74991
LAO,,Lao,ลาว,2721,Words of Life,พระคำแห่งชีวิต,fivefish.org/T2721,https://files.globalrecordings.net/files/set/mp3-low/2721.zip,fivefish.org/T2721-001.mp3,5fi.sh/T2721
SOA,,Lao Song Dam,ลาวโซ่งดำ,34271,Good News,ข่าวประเสริฐ,fivefish.org/T34271,https://files.globalrecordings.net/files/set/mp3-low/34271.zip,fivefish.org/T34271-001.mp3,5fi.sh/T34271
SOA,,Lao Song Dam,ลาวโซ่งดำ,34270,Testimonies & Songs,คำพยาน & เพลง,fivefish.org/T34270,https://files.globalrecordings.net/files/set/mp3-low/34270.zip,fivefish.org/T34270-001.mp3,5fi.sh/T34270
SOA,,Lao Song Dam,ลาวโซ่งดำ,35532,Words of Life & Story of Joseph,พระคำแห่งชีวิต & เรื่องราวของโยเซฟ,fivefish.org/T35532,https://files.globalrecordings.net/files/set/mp3-low/35532.zip,fivefish.org/T35532-001.mp3,5fi.sh/T35532
LCP,,Lawa Ban Dong,ละว้าบ้านดง,18020,"Jesus, The Living Water",พระเยซูผู้ทรงเป็นน้ำแห่งชีวิต,fivefish.org/T18020,https://files.globalrecordings.net/files/set/mp3-low/18020.zip,fivefish.org/T18020-001.mp3,5fi.sh/T18020
LCP,,Lawa Ban Sam,ละว้าบ้านสาม,18021,Christ & His Resurrection,การฟื้นคืนพระชนม์ของพระเยซูคริสต์,fivefish.org/T18021,https://files.globalrecordings.net/files/set/mp3-low/18021.zip,fivefish.org/T18021-001.mp3,5fi.sh/T18021
