id,iso3,langID,langEn,langTh,titleEn,titleTh,verseEn,verseTh,playUrl,downloadTrack001Url,downloadZipUrl,program,shareProgUrl,,,
37759,MWW,491,Hmong White,ม้งขาว,Christian Life 3 - Armor of GOD & Giving,ชีวิตคริสเตียน 3 – ยุทธภัณฑ์ของพระเจ้าและการถวาย,"Galatians 2:20 I have been crucified with Christ and I no longer live, but Christ lives in me. The life I live in the body, I live by faith in the Son of God, who loved me and gave Himself for me.",กาลาเทีย 2:20 ผม​ได้​ถูก​ตรึง​บน​ไม้กางเขน​จน​ตาย​ไป​พร้อม​กับ​พระคริสต์ คน​ที่​มี​ชีวิต​อยู่​ตอนนี้​ไม่ใช่​ตัว​ผม​แล้ว​แต่​เป็น​พระคริสต์​ต่างหาก​ที่​อยู่​ใน​ตัว​ผม ชีวิต​ที่​มี​อยู่​เดี๋ยวนี้​ก็​เป็น​ชีวิต​ที่​ไว้วางใจ​ใน​พระบุตร​ของ​พระเจ้า ผู้​ที่รัก​ผม​และ​เสียสละ​ชีวิต​ให้​ผม,fivefish.org/T37759,fivefish.org/T37759-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/37759.zip,37759,5fi.sh/T37759,,,
37760,MWW,491,Hmong White,ม้งขาว,Christian Life 4,ชีวิตคริสเตียน 4,"Galatians 4:4-5 But when the set time had fully come, God sent His Son, born of a woman, born under the law, to redeem those under the law, that we might receive adoption to sonship.",กาลาเทีย 4:4-5 แต่​เมื่อ​ถึง​เวลา​ที่​เหมาะสม พระเจ้า​ก็​ได้​ส่ง​พระบุตร​ของ​พระองค์​โดย​คลอด​ออก​มา​จาก​ผู้หญิง และ​มีชีวิต​อยู่​ภายใต้​กฎ เพื่อ​มา​ปลดปล่อย​คน​ที่​อยู่​ภายใต้​กฎ​ให้​เป็น​อิสระ และ​เพื่อ​เรา​ทุกคน​จะ​ได้​เป็น​ลูก​ของ​พระเจ้า,fivefish.org/T37760,fivefish.org/T37760-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/37760.zip,37760,5fi.sh/T37760,,,
37761,MWW,491,Hmong White,ม้งขาว,Christian Life 5,ชีวิตคริสเตียน 5,"Galatians 5:1 It is for freedom that Christ has set us free. Stand firm, then, and do not let yourselves be burdened again by a yoke of slavery.",กาลาเทีย 5:1 เมื่อ​พระคริสต์​ได้​ปลดปล่อย​ให้​เรา​เป็น​อิสระ​แล้ว ก็​ให้​อยู่​อย่าง​คน​อิสระ​เถิด รักษา​มัน​ไว้​ให้ดี อย่า​กลับ​ไป​เป็น​ทาส​ของ​กฎ​อีก,fivefish.org/T37761,fivefish.org/T37761-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/37761.zip,37761,5fi.sh/T37761,,,
37700,MWW,491,Hmong White,ม้งขาว,Creation to Christ,ตั้งแต่การสร้างจนถึงพระคริสต์,"Galatians 6:10 Therefore, as we have opportunity, let us do good to all people, especially to those who belong to the family of believers.",กาลาเทีย 6:10 ดังนั้น เมื่อ​มี​โอกาส​ก็​ให้​ทำดี​กับ​ทุกคน โดย​เฉพาะ​อย่างยิ่ง​กับ​ครอบครัว​ที่​ไว้วางใจ​ใน​พระเจ้า,fivefish.org/T37700,fivefish.org/T37700-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/37700.zip,37700,5fi.sh/T37700,,,
62956,MWW,491,Hmong White,ม้งขาว,"New Birth 1: Know God, Devil, Yourself",บังเกิดใหม่ 1 รู้จักพระเจ้า มารซาตานและตัวเอง,"Galatians 6:9 Let us not become weary in doing good, for at the proper time we will reap a harvest if we do not give up.",กาลาเทีย 6:9 อย่า​เพิ่ง​ท้อแท้​ใน​การ​ทำดี เพราะ​เมื่อ​ถึง​เวลา​ที่​เหมาะ คุณ​ก็​จะ​ได้​เก็บเกี่ยว​ผล​จาก​การ​ทำดี​นั้น ถ้า​ไม่​เลิก​ไป​ซะก่อน​นะ,fivefish.org/T62956,fivefish.org/T62956-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/62956.zip,62956,5fi.sh/T62956,,,
37752,MWW,491,Hmong White,ม้งขาว,New Birth 2: Trust Jesus,บังเกิดใหม่ 2 วางใจในพระเยซู,"Ephesians 2:8-9 For it is by grace that you have been saved, through faith-and this not from yourselves, it is the gift of God-not by works, so that no one can boast.",เอเฟซัส 2:8-9 ที่​พวกคุณ​รอด​นั้น​เป็น​เพราะ​ความ​เมตตา​กรุณา​ของ​พระเจ้า ผ่าน​มา​ทาง​ความเชื่อ​ของ​คุณ ไม่ได้​มา​จาก​ตัว​ของ​คุณ​เอง แต่​เป็น​ของขวัญ​ที่​มา​จาก​พระเจ้ามัน​ไม่ได้​เป็น​ผล​มา​จาก​การ​กระทำ​ของ​ใคร เพื่อ​จะ​ได้​ไม่มี​ใคร​โอ้อวด​ได้,fivefish.org/T37752,fivefish.org/T37752-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/37752.zip,37752,5fi.sh/T37752,,,
27261,MWW,491,Hmong White,ม้งขาว,Songs 1,เพลง 1,"Ephesians 3:16-17 I pray that out of His glorious riches He may strengthen you with power through His Spirit in your inner being, so that Christ may dwell in your hearts through faith. And I pray that you, being rooted and established in love.",เอเฟซัส 3:16-17 ขอให้​พระเจ้า​ที่​มั่งคั่ง​มหาศาล ช่วย​ให้​พวกคุณ​มี​พลังใจ​ที่​เข้มแข็ง​ผ่าน​ทาง​พระวิญญาณ​ของ​พระองค์ 17 ขอให้​พระคริสต์​ตั้ง​มั่นคง​อยู่​ในใจ​ของ​คุณ​เพราะ​คุณ​ไว้วางใจ​ใน​พระองค์ ขอให้​ลง​รากลึก​มั่นคง​ใน​ความรัก,fivefish.org/T27261,fivefish.org/T27261-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/27261.zip,27261,5fi.sh/T27261,,,
27181,MWW,491,Hmong White,ม้งขาว,Songs 2,เพลง 2,"Ephesians 3:20-21 Now to Him who is able to do immeasurably more than all we ask or imagine, according to His power that is at work within us, to Him be glory in the church and in Christ Jesus throughout all generations, for ever and ever!",เอเฟซัส 3:20-21 พระเจ้า​สามารถ​ทำได้​ทุกสิ่ง​มาก​ยิ่งกว่า​ที่​เรา​จะขอ​หรือ​คิด​ได้ ด้วย​ฤทธิ์​อำนาจ​ของ​พระองค์​ที่​กำลัง​ทำงาน​อยู่​ใน​ตัวเรา ขอให้​พระเจ้า​ได้รับ​เกียรติ​ทั้ง​จาก​หมู่ประชุม​ของ​พระองค์ และ​จาก​พระเยซู​คริสต์​ทุกยุค​ทุกสมัย​ตลอดไป อาเมน,fivefish.org/T27181,fivefish.org/T27181-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/27181.zip,27181,5fi.sh/T27181,,,
27190,MWW,491,Hmong White,ม้งขาว,Songs 3,เพลง 3,"Ephesians 5:3 But among you there must not be even a hint of sexual immorality, or of any kind of impurity, or of greed, because these are improper for God’s holy people.",เอเฟซัส 5:3 เรื่อง​ความ​ผิดบาป​ทางเพศ เรื่อง​ลามก​ทุกอย่าง หรือ​ความ​มักมาก​ใน​กาม แม้แต่​จะ​พูดถึง​ก็​อย่าเลย เพราะ​มัน​ไม่เหมาะ​กับ​คน​ที่​เป็น​ของ​พระเจ้า,fivefish.org/T27190,fivefish.org/T27190-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/27190.zip,27190,5fi.sh/T27190,,,
13240,MWW,491,Hmong White,ม้งขาว,Words of Life 2,พระคำแห่งชีวิต 2,"Philippians 2:3-4 Do nothing out of selfish ambition or vein conceit, but in humility consider others better than yourselves. Each of you should look not only to your own interests, but also the interests of others.",ฟีลิปปี 2:3-4 อย่า​ทำ​อะไร​ที่​ชิงดี​ชิงเด่น​กัน หรือ​เพราะ​หลง​คิด​ว่า​ตัวเอง​เก่ง แต่​ให้​ถ่อมตัว​ลง และ​มอง​คน​อื่น​ว่า​สำคัญ​กว่า​ตัวเอง 4 อย่า​ให้​ใคร​คิด​เห็น​แต่​ประโยชน์​ส่วนตัว แต่​ให้​คิดถึง​ประโยชน์​ของ​คน​อื่น​ด้วย,fivefish.org/T13240,fivefish.org/T13240-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/13240.zip,13240,5fi.sh/T13240,,,
38079,CMN,20057,Hui,ฮุย,The Straight Path,เส้นทางตรง,"Philippians 4:12 I know what it is to be in need, and I know what it is to have plenty. I have learned the secret of being content in any and every situation, whether well fed or hungry, whether living in plenty or in want.",ฟีลิปปี 4:12 ผม​รู้​ว่า​จะ​พอใจ​ได้​อย่างไร​ทั้ง​ตอน​ที่​ขัดสน และ​ตอน​ที่​มี​อย่าง​เหลือ​เฟือ ไม่​ว่า​จะ​อยู่​ใน​สภาพ​ไหน​ก็​ตาม ผม​ได้​เรียนรู้​เคล็ดลับ​ว่า​จะ​อยู่​อย่างไร ใน​เวลา​ที่​อิ่ม​ท้อง​หรือ​หิวโหย ใน​เวลา​ที่​มี​เหลือเฟือ​หรือ​ขาดแคลน,fivefish.org/T38079,fivefish.org/T38079-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/38079.zip,38079,5fi.sh/T38079,,,
37731,CMN,20057,Hui,ฮุย,The Straight Path 01 - 30,เส้นทางตรง 01 - 30,Philippians 4:13 I can do everything through Him who gives me strength.,ฟีลิปปี 4:13 พระคริสต์​ให้​ผม​มี​กำลัง​ที่​จะ​ทน​ได้​กับ​ทุก​สิ่ง,fivefish.org/T37731,fivefish.org/T37731-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/37731.zip,37731,5fi.sh/T37731,,,
33010,IUM,417,Iu Mien,อิ้วเมี่ยน,Portrait of Jesus 1,ชีวิตของพระเยซู 1,Philippians 4:19 And my God will meet all your needs according to His glorious riches in Jesus Christ.,ฟีลิปปี 4:19 พระเจ้า​ของ​ผม​จะ​ให้​ทุก​สิ่ง​ที่​จำเป็น​สำหรับ​คุณ จาก​ความ​มั่งคั่ง​อัน​มหาศาล​ของ​พระองค์​ที่​อยู่​ใน​พระเยซู​คริสต์,fivefish.org/T33010,fivefish.org/T33010-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/33010.zip,33010,5fi.sh/T33010,,,
33011,IUM,417,Iu Mien,อิ้วเมี่ยน,Portrait of Jesus 2,ชีวิตของพระเยซู 2,"Philippians 4:6 Do not be anxious about anything, but in everything, by prayer and petition, with thanksgiving, present your requests to God.",ฟีลิปปี 4:6 เลิก​กังวล​ได้​แล้ว แต่​ให้​อธิษฐาน​ใน​ทุกๆ​ สถานการณ์ และ​ขอ​ใน​สิ่ง​ที่​คุณ​ต้องการ​จาก​พระเจ้า และ​เมื่อ​อธิษฐาน​ก็​ให้​ขอบคุณ​พระเจ้า​ด้วย,fivefish.org/T33011,fivefish.org/T33011-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/33011.zip,33011,5fi.sh/T33011,,,
38205,IUM,417,Iu Mien,อิ้วเมี่ยน,The Two Ways,สองทางเลือก,"Philippians 4:7 And the peace of God, which transcends all understanding, will guard your hearts and your minds in Christ Jesus.",ฟีลิปปี 4:7 แล้ว​สันติสุข​ที่​มา​จาก​พระเจ้า ซึ่ง​ดี​กว่า​สันติสุข​ที่​มา​จาก​แผน​งาน​ต่างๆ​ของ​มนุษย์ จะ​ปกป้อง​รักษา​จิตใจ และ​ความคิด​ของ​คุณ​ไว้​ใน​พระเยซู​คริสต์,fivefish.org/T38205,fivefish.org/T38205-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/38205.zip,38205,5fi.sh/T38205,,,
5261,IUM,417,Iu Mien,อิ้วเมี่ยน,Words of Life 2,พระคำแห่งชีวิต 2,"Philippians 4:8 Finally, brothers and sisters, whatever is true, whatever is noble, whatever is right, whatever is pure, whatever is lovely, whatever is admirable—if anything is excellent or praiseworthy—think about such things.",ฟีลิปปี 4:8 สุดท้าย​นี้ พี่น้อง​ครับ อะไร​ก็​ตาม​ที่​จริง ที่​น่านับถือ ที่​ถูกต้อง ที่​บริสุทธิ์ ที่​น่ารัก ที่​น่ายกย่อง นั่น​คือ​อะไรก็ตาม​ที่​ยอดเยี่ยม​และ​น่าสรรเสริญ ให้​เอาใจใส่​ใน​เรื่อง​เหล่า​นั้น,fivefish.org/T5261,fivefish.org/T5261-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/5261.zip,5261,5fi.sh/T5261,,,
63085,JPN,96,Japanese,ญี่ปุ่น,LLL 6 JESUS - Teacher & Healer,LLL 6 พระเยซูเป็นผู้สอนและผู้รักษา,"Colossians 3:1-2 Since, then, you have been raised with Christ, set your hearts on things above, where Christ is, seated at the right hand of God. Set your minds on things above, not on earthly things.",โคโลสี 3:1-2 พระเจ้า​ได้​ทำ​ให้​คุณ​ฟื้น​ขึ้น​จาก​ความตาย​กับ​พระคริสต์​แล้ว อย่าง​นั้น​ให้​แสวงหา​สิ่ง​ต่างๆ​ที่​อยู่​เบื้องบน ซึ่ง​เป็น​ที่​ที่​พระคริสต์​นั่ง​อยู่​ทาง​ขวา​มือ​ของ​พระเจ้า 2ให้​ใจ​ของ​คุณ​จดจ่อ​อยู่​กับ​สิ่ง​ที่​อยู่​เบื้องบน ไม่​ใช่​สิ่ง​ที่​อยู่​ใน​โลก,fivefish.org/T63085,fivefish.org/T63085-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/63085.zip,63085,5fi.sh/T63085,,,
32531,JPN,96,Japanese,ญี่ปุ่น,My Heart for You w/ English,สิ่งที่ใจฉันต้องการสำหรับคุณ,"Colossians 3:12 Therefore, as God's chosen people, holy and dearly loved, clothe yourselves with compassion, kindness, humility, gentleness and patience.",โคโลสี 3:12 ดังนั้น​ใน​ฐานะ​ที่​เรา​เป็น​คน​ที่​พระเจ้า​ได้​เลือก เป็น​คน​ของ​พระเจ้า และ​เป็น​คน​ที่​พระองค์​รัก ก็​ให้​สวม​ใส่​ความ​เห็นอก​เห็นใจ ความ​มี​น้ำใจ ความ​ถ่อม​ตน ความ​สุภาพ​อ่อนโยน และ​ความอดทน,fivefish.org/T32531,fivefish.org/T32531-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/32531.zip,32531,5fi.sh/T32531,,,
37280,JPN,96,Japanese,ญี่ปุ่น,Portrait of Jesus 1,ชีวิตของพระเยซู 1,"Colossians 3:15 Let the peace of Christ rule in your hearts, since as members of one body you were called to peace. And be thankful.",โคโลสี 3:15 ขอให้​สันติสุข​จาก​พระคริสต์​มา​ครอบ​ครอง​จิตใจ​ของ​คุณ เพราะ​พระเจ้า​ได้​เรียก​คุณ​ให้​อยู่​กัน​อย่าง​สันติ​ใน​ร่างกาย​เดียว​กัน และ​ขอให้​เป็น​คน​ที่​รู้จัก​ขอบคุณ​พระเจ้า​อยู่​เสมอ,fivefish.org/T37280,fivefish.org/T37280-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/37280.zip,37280,5fi.sh/T37280,,,
37281,JPN,96,Japanese,ญี่ปุ่น,Portrait of Jesus 2,ชีวิตของพระเยซู 2,"1 Timothy 1:17 Now to the King eternal, immortal, invisible, the only God, be honor and glory for ever and ever. Amen.",1 ทิโมธี 1:17 ขอให้​พระองค์​ผู้​เป็น​กษัตริย์​ของ​คน​ทุกยุค​ทุกสมัย ผู้​ไม่​มี​วัน​ตาย ผู้​ไม่​มี​ใคร​มอง​เห็น​ได้ และ​ผู้​เป็น​พระเจ้า​แต่​เพียง​องค์​เดียว ได้รับ​เกียรติ​และ​สง่าราศี อยู่​เสมอ​และ​ตลอดไป อาเมน,fivefish.org/T37281,fivefish.org/T37281-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/37281.zip,37281,5fi.sh/T37281,,,
80573,KAC,175,Kachin,คะฉิ่น,Good News,ข่าวประเสริฐ,"2 Timothy 2:22 Flee the evil desires of youth and pursue righteousness, faith, love and peace, along with those who call on the Lord out of a pure heart.",2 ทิโมธี 2:22 ให้​วิ่งหนี​จาก​ราคะตัณหา​ของ​คน​หนุ่มสาว แต่​ไล่ตาม​สิ่ง​ที่​ถูกต้อง เช่น​ความเชื่อ ความรัก และ​สันติสุข ร่วมกับ​คน​เหล่านั้น​ที่​ร้องเรียก​องค์​เจ้า​ชีวิต​ด้วย​ใจ​ที่​สะอาด​บริสุทธิ์,fivefish.org/T80573,fivefish.org/T80573-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/80573.zip,80573,5fi.sh/T80573,,,
66535,KAC,175,Kachin,คะฉิ่น,"Jesus, the Refugee",พระเยซู ผู้ลี้ภัย,"2 Timothy 3:16 All Scripture is God-breathed and is useful for teaching, rebuking, correcting and training in righteousness.",2 ทิโมธี 3:16 ทุกๆข้อ​ใน​พระคัมภีร์ พระเจ้า​เป็น​ผู้​ดลใจ​ให้​เขียน​ขึ้นมา เพื่อ​เป็น​ประโยชน์​ใน​การ​สั่งสอน​ความจริง ชี้​ให้​คน​เห็น​ถึง​ความบาป​ใน​ชีวิต ช่วย​ปรับปรุง​แก้ไข​ให้​คนดี​ขึ้น และ​ฝึก​คน​ให้​ทำ​ตามใจ​พระเจ้า,fivefish.org/T66535,fivefish.org/T66535-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/66535.zip,66535,5fi.sh/T66535,,,
6100,KAC,175,Kachin,คะฉิ่น,Word of Life,พระคำแห่งชีวิต,"Titus 3:5 He saved us, not because of righteous things we had done, but because of His mercy. He saved us through the washing of rebirth and renewal by the Holy Spirit.",ทิตัส 3:5 พระองค์​ได้​ช่วย​ให้​เรา​รอด ไม่​ใช่​เพราะ​เรา​ทำดี แต่​เป็น​เพราะ​ความ​เมตตา​กรุณา​ของ​พระองค์​ต่างหาก พระองค์​ได้​ชำระ​ล้าง​เรา ซึ่ง​ทำ​ให้​เรา​เกิด​ใหม่ และ​ถูก​สร้าง​ขึ้น​มา​ใหม่​ด้วย​ฤทธิ์เดช​ของ​พระวิญญาณ​บริสุทธิ์,fivefish.org/T6100,fivefish.org/T6100-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/6100.zip,6100,5fi.sh/T6100,,,
80870,BWE,414,Karen Bwe,กะเหรี่ยงบะเว,Good News,ข่าวประเสริฐ,"Hebrews 10:24-25 And let us consider how we may spur one another on toward love and good deeds. Let us not give up meeting together as some are in the habit of doing, but let us encourage one another - and all the more as you see the Day approaching.",ฮีบรู 10:24-25 ขอให้​เรา​ทุกคน​พิจารณา​กัน​และ​กัน เพื่อ​จะได้​กระตุ้น​กัน​ให้​มี​ความรัก​และ​ทำ​แต่​ความดีขอ​อย่าให้​เรา​ทิ้ง​การ​ประชุม​ไป​เหมือนกับ​ที่​บางคน​ทำ​อยู่ แต่​ให้​กำลังใจ​กัน​และ​กัน​มาก​ยิ่งขึ้น ยิ่ง​พวกคุณ​รู้​อยู่​แล้ว​ว่า​วันนั้น​กำลัง​ใกล้​มาถึง​แล้ว ก็​ยิ่ง​น่าจะ​ทำ​อย่างนี้,fivefish.org/T80870,fivefish.org/T80870-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/80870.zip,80870,5fi.sh/T80870,,,
9310,BWE,414,Karen Bwe,กะเหรี่ยงบะเว,Words of Life,พระคำแห่งชีวิต,"Hebrews 11:6 And without faith it is impossible to please God, because anyone who comes to Him must believe that He exists and that He rewards those who earnestly seek Him.",ฮีบรู 11:6 เขา​ได้รับ​การ​ยกย่อง​ว่า​เป็น​คนหนึ่ง​ที่​พระเจ้า​พอใจ แต่​ถ้า​ไม่มี​ความ​ไว้วางใจ​แล้ว ก็​เป็นไป​ไม่ได้​ที่​จะ​ทำให้​พระเจ้า​พอใจ เพราะ​คน​ที่​มา​เข้าเฝ้า​พระเจ้า​จะ​ต้อง​เชื่อ​ว่า​พระองค์​มี​จริง และ​ต้อง​เชื่อ​ว่า​พระองค์​จะ​ให้​รางวัล​กับ​ทุกคน​ที่​แสวงหา​พระองค์,fivefish.org/T9310,fivefish.org/T9310-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/9310.zip,9310,5fi.sh/T9310,,,
9340,BLK,415,Karen Pa'o Moulmein,กะเหรี่ยงปะโอ เมาะลำเลิง,Words of Life,พระคำแห่งชีวิต,"Hebrews 12:3 Consider Him who endured such opposition from sinful men, so that you will not grow weary and lose heart.",ฮีบรู 12:3 ขอให้​ใคร่ครวญ​ถึง​พระองค์​ผู้ที่​ต้อง​ทน​ทุกข์ทรมาน​อย่าง​แสนสาหัส​จาก​คนบาป​ที่​ต่อต้าน​พระองค์ เพื่อ​พวกคุณ​จะ​ได้​ไม่ท้อใจ​หรือ​ยอมแพ้,fivefish.org/T9340,fivefish.org/T9340-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/9340.zip,9340,5fi.sh/T9340,,,
80827,BLK,334,Karen Pa'o Southern,กะเหรี่ยงปะโอ ใต้,Good News,ข่าวประเสริฐ,"Hebrews 2:18 Because He Himself suffered when He was tempted, He is able to help those who are being tempted.",ฮีบรู 2:18 เดี๋ยวนี้ พระองค์​สามารถ​ช่วย​คน​ที่​ถูก​ทดลอง​ได้แล้ว เพราะ​พระองค์​เอง​ได้รับ​ความ​ทรมาน​และ​ถูก​ทดลอง​มาก่อน,fivefish.org/T80827,fivefish.org/T80827-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/80827.zip,80827,5fi.sh/T80827,,,
6751,BLK,334,Karen Pa'o Southern,กะเหรี่ยงปะโอ ใต้,Words of Life,พระคำแห่งชีวิต,"Hebrews 4:15-16 For we do not have a high priest who is unable to empathize with our weaknesses, but we have One who has been tempted in every way, just as we are - yet He did not sin. Let us then approach God's throne of grace with confidence, so that we may receive mercy and find grace to help us in our time of need.",ฮีบรู 4:15-16 เพราะ​หัวหน้า​นักบวช​สูงสุด​ของเรา​คนนี้​เข้าใจ​และ​เห็นใจ​ใน​จุดอ่อน​ทั้งหลาย​ของเรา เพราะ​พระองค์​ก็​เคย​ถูก​ทดลอง​เหมือนกับ​เรา​ทุกอย่าง แต่​ไม่ได้​ทำบาป​เลย 16 ดังนั้น​ขอให้​เรา​ทุกคน​เข้ามา​ยืน​ด้วย​ความ​มั่นใจ​ต่อหน้า​บัลลังก์​ของ​พระเจ้า​ผู้​มี​ความ​เมตตา​กรุณา เพื่อ​เรา​จะ​ได้รับ​ความปรานี และ​พบ​กับ​ความ​เมตตา​กรุณา​ที่​พระเจ้า​จะ​ช่วย​เรา​ใน​เวลา​ที่​เรา​ต้องการ​ความ​ช่วยเหลือ,fivefish.org/T6751,fivefish.org/T6751-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/6751.zip,6751,5fi.sh/T6751,,,
62599,KJP,19467,Karen Pwo Eastern,กะเหรี่ยงโป ตะวันออก,Good News,ข่าวประเสริฐ,"Hebrews 9:27 Just as man is destined to die once, and after that to face judgment.",ฮีบรู 9:27 มนุษย์​ตาย​แค่​ครั้งเดียว​แล้ว​เจอ​กับ​การ​พิพากษา,fivefish.org/T62599,fivefish.org/T62599-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/62599.zip,62599,5fi.sh/T62599,,,
9320,KJP,2403,Karen Pwo Eastern Kanjanaburi,กะเหรี่ยงโป ตะวันออก กาญจบุรี,Words of Life 1,พระคำแห่งชีวิต 1,"James 4:14 Why, you do not even know what will happen tomorrow. What is your life? You are a mist that appears for a little while and then vanishes.",ยากอบ 4:14 ตัว​คุณ​เอง​ก็​ยัง​ไม่​รู้​เลย​ว่า พรุ่งนี้​ชีวิต​ของ​คุณ​จะ​เป็น​อย่าง​ไร​บ้าง เพราะ​คุณ​เป็น​เพียง​แค่​หมอก ที่​เกิด​ขึ้น​ประ​เดี๋ยว​เดียว แล้ว​ก็​จาง​หาย​ไป,fivefish.org/T9320,fivefish.org/T9320-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/9320.zip,9320,5fi.sh/T9320,,,
27180,KJP,2403,Karen Pwo Eastern Kanjanaburi,กะเหรี่ยงโป ตะวันออก กาญจบุรี,Words of Life 2,พระคำแห่งชีวิต 2,"1 Peter 2:11 Dear friends. I urge you as aliens and strangers in the world, to abstain from sinful desires, which war against your soul.",1 เปโตร 2:11 เพื่อนรัก ให้​อยู่​อย่าง​คน​ต่างด้าว​และ​คน​แปลกถิ่น​ใน​สังคมนี้ ผม​ขอร้อง​ว่า​อย่า​ไป​ยอมแพ้​กับ​กิเลสตัณหา​ของ​สันดาน​ที่​ต่อสู้​กับ​ใจ​ของคุณ,fivefish.org/T27180,fivefish.org/T27180-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/27180.zip,27180,5fi.sh/T27180,,,
6690,PWW,490,Karen Pwo Hod,กะเหรี่ยงโป ฮอด,Words of Life,พระคำแห่งชีวิต,"1 Peter 3:18 For Christ died for our sins once for all, the righteous for the unrighteous, to bring you to God. He was put to death in the body but made alive by the Spirit.",1 ยอห์น 3:18 ลูก​เล็กๆ​ที่รัก อย่า​ให้​เรา​รัก​กัน​แค่​คำพูด​หรือ​รัก​แต่​ปาก​เท่านั้น แต่​ให้​เรา​รัก​กัน​ด้วย​การ​กระทำ​และ​ด้วย​ความ​จริงใจ,fivefish.org/T6690,fivefish.org/T6690-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/6690.zip,6690,5fi.sh/T6690,,,
17200,KJT,1182,Karen Pwo Prae,กะเหรี่ยงโป แพร่,Words of Life,พระคำแห่งชีวิต,"1 Peter 4:16 However, if you suffer as a Christian, do not be ashamed, but praise God that you bear that name.",1 เปโตร 4:16 แต่​ถ้า​คุณ​ต้อง​ทนทุกข์​เพราะ​เป็น​คริสเตียน ก็​อย่า​อาย​เลย แต่​ให้​สรรเสริญ​พระเจ้า เพราะ​คุณ​ได้​ชื่อ​ว่า​คริสเตียน,fivefish.org/T17200,fivefish.org/T17200-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/17200.zip,17200,5fi.sh/T17200,,,
80604,PWO,416,Karen Pwo Western,กะเหรี่ยงโป ตะวันตก,Good News,ข่าวประเสริฐ,"1 Peter 5:10 And the God of all grace, who called you to His eternal glory in Christ, after you have suffered a little while, will Himself restore you and make you strong, firm and steadfast.",1 เปโตร 5:10 พระเจ้า​ผู้​เป็น​แหล่ง​ของ​ความ​เมตตา​ทุกอย่าง​ได้​เรียก​คุณ​ผ่านทาง​พระเยซู​คริสต์ ให้​คุณ​เข้ามา​มี​ส่วนร่วม​ใน​เกียรติ​ของ​พระองค์​ที่​ไม่มี​วัน​หมด คุณ​จะ​ต้อง​ทนทุกข์​อยู่​ประเดี๋ยวหนึ่ง แล้ว​หลังจากนั้น​พระเจ้า​ก็​จะ​ช่วยให้​คุณ​กลับคืน​สู่​สภาพ​สมบูรณ์แบบ จะ​ให้​คุณ​เข้มแข็ง มี​กำลัง​มากขึ้น​และ​มั่นคง,fivefish.org/T80604,fivefish.org/T80604-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/80604.zip,80604,5fi.sh/T80604,,,
